frame_skip,success_count,total_videos,accuracy,runtime,runtime_without_profiler,use_prefetch,prefetch_videos,prefetch_total_batches,prefetch_avg_wait_ms,prefetch_avg_infer_ms,prefetch_avg_prepare_ms,prefetch_wait_ratio,prefetch_steady_batches,prefetch_steady_avg_wait_ms,prefetch_steady_avg_infer_ms,prefetch_steady_avg_prepare_ms,prefetch_steady_wait_ratio
31,42,50,84.0,443.53,443.79,True,50,1273.0,140.88923853360416,205.24478582145892,333.031892396059,0.40703666389375276,1047.0,137.12687014291683,206.52692253837483,337.9600787706097,0.39902620911880765
32,46,50,92.0,442.56,442.36,True,50,1238.0,150.78683257003667,204.44812734802412,341.74861924674644,0.42447070132066145,1007.0,147.6976946560442,206.22254550723358,348.0952549679528,0.4173191524392752
33,44,50,88.0,441.08,441.17,True,50,1195.0,161.7634962901286,205.00634384135012,352.66352654610097,0.44104906835343843,969.0,157.92452724952292,206.04507324129142,357.5858912647916,0.4338948281300435
34,48,50,96.0,441.10,440.92,True,50,1163.0,172.16797882606141,204.6742615969059,362.0145487645521,0.4568701710106062,935.0,168.85070910597628,206.22599108473344,367.9984755450511,0.45017648129068744
35,41,50,82.0,440.19,440.45,True,50,1133.0,181.86439355976702,204.2115631131891,370.6819435580743,0.4710585842407779,903.0,178.99113980504546,206.2511223818022,377.8689398883057,0.46461968837217515
36,39,50,78.0,440.05,440.61,True,50,1100.0,192.72923277987337,204.79579966430637,381.7213676154444,0.48482288422160147,876.0,189.86291159688577,206.44436301727308,388.49790882559483,0.4790800567103746
37,41,50,82.0,440.41,439.49,True,50,1071.0,203.38311504066533,205.2501451291916,391.96786050050827,0.4977155186930316,850.0,200.73916470796308,206.68548643424668,399.2857967322583,0.4927025503861704
38,46,50,92.0,438.84,439.04,True,50,1044.0,213.52111372536484,204.18155120089793,401.2609175156616,0.511179677924864,817.0,211.1050280260157,206.32347296535823,409.1982762277984,0.5057273940918029
39,46,50,92.0,439.21,439.26,True,50,1018.0,224.55385412923874,204.14044029465447,411.741536632107,0.5238088237936734,792.0,222.42763032195995,206.4010276508546,420.324645307376,0.5186864874503327
40,46,50,92.0,438.78,439.32,True,50,991.0,235.23553137128982,204.7817034911887,422.4026813810855,0.5346052670977968,770.0,232.94667921319314,206.38130886915636,430.47094880724205,0.5302340973767597
41,45,50,90.0,438.83,438.23,True,50,972.0,245.40465340064264,203.28057435228118,431.2269309786658,0.5469416825458278,743.0,244.6276942232917,206.34320374793833,441.9186506244889,0.5424467417383043
42,45,50,90.0,438.97,440.1,True,50,944.0,257.73325751405366,204.41291965317313,444.0428703817168,0.5576877409088526,728.0,255.4495890642731,206.21160650689788,452.60646236436133,0.5533269668641482
43,47,50,94.0,437.70,438.91,True,50,930.0,265.0619985175229,202.68781765424197,449.57997053761477,0.5666747251487695,702.0,265.28002569276805,206.41307164702638,462.431122231804,0.5623996348237146
44,48,50,96.0,438.85,438.6,True,50,905.0,277.63954386660487,204.2951618419003,463.14334728297115,0.5760936919005218,689.0,277.08764228137164,206.6303458637916,474.13917343471473,0.5728288983915503
45,42,50,84.0,437.65,438.75,True,50,890.0,285.872171685267,202.82344752661047,470.2802361575154,0.5849697857866911,659.0,287.12425475066726,206.8052687858866,484.1739031449469,0.5813061197371763
46,42,50,84.0,437.82,438.87,True,50,863.0,299.5844187413538,204.5338749540225,484.6779821761091,0.5942740473575892,649.0,298.17612728215926,206.45769062783506,494.8402392105393,0.5908762288605489
47,44,50,88.0,437.44,437.87,True,50,850.0,308.40642239898443,203.08694992269224,491.98412437265847,0.6029529199940988,629.0,309.1114442247678,206.43883666233862,505.5563864742357,0.5995757459250713
48,46,50,92.0,439.15,438.33,True,50,832.0,321.05504108431677,203.54011161655833,504.67377323981896,0.6120053519964225,614.0,321.7968978867517,206.84571145178222,518.3362759064264,0.6087229674683248
49,49,50,98.0,437.31,437.98,True,50,814.0,330.32809473466614,203.64798274673797,514.1009109384204,0.6186196510763522,596.0,331.25968818434035,206.5560291505625,527.4328310941128,0.615935305546418
50,43,50,86.0,437.23,437.73,True,50,805.0,337.9520186824689,201.8962535590674,519.3259450410325,0.6260129670865433,580.0,341.1235312377263,206.70288348297493,537.4036709858298,0.622685438436992
51,46,50,92.0,439.31,442.57,True,50,779.0,355.76849047988844,204.80132214390267,539.6420547639442,0.6346550999860039,567.0,355.3070552545276,207.01074228922604,551.4798303162663,0.631861656889635
52,47,50,94.0,437.29,439.22,True,50,768.0,362.6769566429478,203.28823215155958,545.2044334172873,0.6408114206024587,555.0,364.1655774854191,206.6955025500811,559.8262540249339,0.637923288556949
53,43,50,86.0,438.71,441.83,True,50,756.0,373.52462091714773,203.30550723829893,555.2413285470927,0.6475470033293543,538.0,376.41994509375115,207.07626096371104,572.2866501056739,0.6451112126968662
54,40,50,80.0,437.91,438.33,True,50,743.0,383.347089221879,202.51218634901986,564.8685451145728,0.6543330543812251,526.0,387.44595002811474,206.88090556276387,582.951862056042,0.651907189425111
55,43,50,86.0,436.34,438.65,True,50,730.0,391.346054105726,202.8304311083247,572.1704316146876,0.6586360514834976,510.0,395.7548704071372,206.67623797541157,590.96074753587,0.6569296719581558
56,45,50,90.0,436.83,438.11,True,50,716.0,403.97369535900026,202.5043069236709,583.7647420062824,0.6660978532420253,499.0,407.20202788087227,206.33079091045923,602.1517258452882,0.6637004825317492
57,46,50,92.0,436.19,437.88,True,50,701.0,415.41199329988063,203.12539910427301,596.2886296142259,0.671603687022447,490.0,417.93076576931134,206.41993143481716,612.8580894986434,0.6693846385386025
58,45,50,90.0,435.29,437.24,True,50,693.0,422.52621491080816,201.84703254037433,602.2744211724396,0.6767205619966012,480.0,427.76731999280554,206.4469612853524,622.3365796652312,0.6744838970366722
59,47,50,94.0,436.39,439.47,True,50,683.0,433.237276029109,201.9111070151974,611.9408216191072,0.6821040367804675,464.0,439.723469705345,206.51493789146429,634.2427002603253,0.6804353695729096
60,44,50,88.0,436.70,438.25,True,50,669.0,445.69207173152665,203.18225411397526,624.8282610016954,0.6868696355812446,455.0,450.4830991583211,206.8593877326738,645.0804718708681,0.6853095732316811
61,44,50,88.0,434.71,438.89,True,50,661.0,451.5658287245515,202.14350628293207,630.3202256140455,0.6907746372007691,446.0,459.21873552578546,206.90388655323417,653.7100702593094,0.6893906922009752
62,43,50,86.0,435.99,440.59,True,50,652.0,463.4592836541324,201.22173710003426,641.2303730634047,0.6972657096907577,436.0,472.7711072896496,206.6767628116687,666.8824696851416,0.6958166006453874
63,42,50,84.0,435.52,439.04,True,50,642.0,473.5009930048695,200.84003526847982,650.223834684548,0.7021684476432763,422.0,483.04110555909574,206.43361121243953,676.7222650064447,0.7005929206816076
64,45,50,90.0,436.08,439.38,True,50,629.0,486.12773872983,203.05194985343584,663.4022555438378,0.7053715406632962,413.0,492.63336077066407,206.94793835304876,686.7139389395678,0.7041831469590869
